doi,year,authors,title,journal,citations,relevance,crop,metric_used,selection_method,contribution,url
10.1038/s41598-024-72319-w,2024,"Vetriventhan M, Upadhyaya HD, Deshpande S, Johnson MS, Wallace JG, Victor A, Naresh D, Rayaprolu L, Singh K, Mayes S.",Genome-wide assessment of population structure and association mapping for agronomic and grain nutritional traits in proso millet (Panicum miliaceum L.).,,1,2,proso millet,modified Rogers Distance; diversity by race and geography,genome-wide association mapping in diversity panel,Quantifies population diversity and identifies marker-trait associations; no explicit selection or long-term gain-diversity trade-off.,https://doi.org/10.1038/s41598-024-72319-w
10.3389/fpls.2025.1632888,2025,"Osorio-Guarín JA, Berdugo-Cely JA, Garzón-Martínez GA, Toloza-Moreno DL, Delgadillo-Duran P, Báez-Daza EY, Meinhardt LW, Park S, Zhang D, Yockteng R.",Assessing genetic redundancy and diversity in Colombian cacao germplasm banks using SNP fingerprinting.,,1,2,cacao,genetic diversity; genetic redundancy and mislabeling rates,core collection definition for germplasm optimization,Defines core collections from SNP fingerprinting; addresses genebank curation and subset selection but not breeding gain optimization.,https://doi.org/10.3389/fpls.2025.1632888
10.1186/s12864-024-10564-z,2024,"Liu Y, Fu B, Zhang Q, Cai J, Guo W, Zhai W, Wu J.",Genetic diversity and population structure of wheat landraces in Southern Winter Wheat Region of China.,,1,2,wheat,"allelic richness, AMOVA within/between subpopulations",core germplasm set construction,Quantifies diversity in wheat landraces; describes core collection for germplasm utilization.,https://doi.org/10.1186/s12864-024-10564-z
10.1002/tpg2.70113,2025,"Cuevas HE, Prom LK.",The NPGS Sudan sorghum germplasm collection reveals a novel cluster of R genes associated with rust resistant.,,1,2,sorghum,"R-gene cluster haplotype diversity, allelic variation across germplasm core","GWAS on Sudan core collection, candidate gene resequencing",Characterizes rust-resistance haplotypes in core collection; identifies genetic basis for trait in genebank subset.,https://doi.org/10.1002/tpg2.70113
10.1007/s00122-025-04940-w,2025,"Stetter MG, Joshi DC, Singh A.",Assessing and mining grain amaranth diversity for sustainable cropping systems.,,1,2,amaranth,"genomic diversity, ecological, geographical approaches",introgression from crop wild relatives,Discusses diversity framework and introgression potential; no quantified metric or explicit selection algorithm.,https://doi.org/10.1007/s00122-025-04940-w
10.3390/ijms26178205,2025,"Vega-Muñoz MA, López-Hernández F, Cortés AJ, Roda F, Castaño E, Montoya G, Henao-Rojas JC.",Pangenomic and Phenotypic Characterization of Colombian &lt;i&gt;Capsicum&lt;/i&gt; Germplasm Reveals the Genetic Basis of Fruit Quality Traits.,,1,2,Capsicum (pepper),"morphological, biochemical diversity assessed, GBS-derived genetic variation",,Characterizes diversity of germplasm collection across species; no selection or optimization method.,https://doi.org/10.3390/ijms26178205
10.1111/mec.70287,2026,"Cerda EEV, Bellis ES, Das A, Slayton ER, Morris GP, Lasky JR.","Population Genomic Structure of Sorghum Landraces Across Landscape, Environment and Culture.",,1,2,sorghum,"population structure, spatial and linguistic structure, isolation by distance",,"Quantifies sorghum landrace diversity partitioned by environment, culture, and geography across continents.",https://doi.org/10.1111/mec.70287
10.3390/biology14111602,2025,"Guimarães JB, Simões-Costa MC, Pinho M, Godinho CM, Sá Pereira P, Neves Martins J, Ribeiro-Barros A, Talhinhas P, Veloso MM.","Genetic Diversity of Sweetpotato (&lt;i&gt;Ipomoea batatas&lt;/i&gt; (L.) Lam.) from Portugal, Mozambique and Timor-Leste.",,1,2,sweetpotato,"polymorphism (SSR), alleles per locus, Bayesian population structure, Bruvo distance",,SSR-based diversity and population structure across geographic regions; no selection strategy for diversity maintenance or gain optimization.,https://doi.org/10.3390/biology14111602
10.1371/journal.pone.0316549,2025,"Teklewold TH, Bogale TG, Tseganeh DG, Birara ME, Senbeta TF.",Genetic diversity and population structure of Ethiopian Sweet Sorghum [Sorghum bicolor (L.) Moench] germplasms using SSR markers.,,1,2,sorghum,"SSR alleles, allele frequency, PIC, pairwise genetic differentiation (FST)",,SSR diversity and population structure of germplasm; no selection or cross-optimization method shown.,https://doi.org/10.1371/journal.pone.0316549
10.1002/tpg2.70155,2025,"Arcia-Ruiz I, Pégard M, Surault F, Živanov D, Milić D, Karagić Đ, Julier B.",Phenotypic and genomic insights into alfalfa diversity: Identifying critical loci for enhanced resilience.,,1,2,alfalfa,"phenotypic and genetic structure, SNP genotyping, genome-wide differentiation scans",,Phenotypic and genetic diversity characterized; identifies loci for resilience but no selection algorithm.,https://doi.org/10.1002/tpg2.70155
10.1101/gr.280514.125,2026,"Wang S, Khaipho-Burch M, Johnson LC, Miller ZR, Bradbury PJ, Speed D, Allen WJ, Romay MC, Xue J, Buckler ES, Ramstein GP, Song B.",Predicted protein 3D structures provide essential insights into the genetic architecture underlying phenotypic diversity in maize.,,1,2,maize,"protein 3D structural variation, GERP scores, genomic evolutionary rate profiling","structure-based proteome-wide association study (PWAS), haplotype information",Protein 3D structure variation linked to phenotypic diversity; NAM population exploration.,https://doi.org/10.1101/gr.280514.125
10.1007/s00122-025-04947-3,2025,"Bertram L, Kopisch-Obuch F, Frisch M.",Crop wild relative populations of Beta vulgaris as source for genome-wide association mapping of complex traits.,,1,2,sugar beet,,"QTL detection via wild-elite crosses, mapping population design simulation",Explores wild-relative introgression for QTL detection; relevant to genetic-resource utilization strategy.,https://doi.org/10.1007/s00122-025-04947-3
10.3390/ijms26031152,2025,"Islam MS, Lee JD, Song Q, Jo H, Kim Y.",Integration of Genetic and Imaging Data to Detect QTL for Root Traits in Interspecific Soybean Populations.,,1,2,soybean,,QTL mapping in interspecific (wild × cultivated) population,Introgression of wild-soybean genetic variation; demonstrates genetic-resource utilization for QTL discovery.,https://doi.org/10.3390/ijms26031152
10.1101/2024.06.07.597898,2024,"Takou M, Schulz K, Stetter MG.",Local selection shaped the diversity of European maize landraces,,1,2,maize,"genome-wide genetic markers, population structure, genetic load",,Quantifies diversity and differentiation in European landraces vs. elite lines using molecular markers; genetic-base narrowing analysis.,https://doi.org/10.1101/2024.06.07.597898
10.3390/plants13192790,2024,"Liu C, Du S, Wei A, Cheng Z, Meng H, Han Y.",Hybrid Prediction in Horticulture Crop Breeding: Progress and Challenges.,,1,2,multi-crop,genetic distance (limitations noted),,"Reviews hybrid prediction; discusses genetic distance limitations, heterosis theory.",https://doi.org/10.3390/plants13192790
10.3390/plants13060879,2024,"Crozier D, Winans ND, Hoffmann L, Patil NY, Klein PE, Klein RR, Rooney WL.",Evaluating and Predicting the Performance of Sorghum Lines in an Elite by Exotic Backcross-Nested Association Mapping Population.,,1,2,sorghum,"exotic introgression, geographic diversity of BC-NAM parents",backcross-nested association mapping (BC-NAM) for diversity introgression into elite,Strategy to introduce diversity from unadapted accessions while maintaining agronomic performance via backcross design.,https://doi.org/10.3390/plants13060879
10.1371/journal.pone.0297549,2024,Mitsuhashi Shohei,Genetic diversity among maize (Zea mays L.) inbred lines adapted to Japanese climates,PLOS ONE,0,2,maize,"principal component analysis, phylogenetic clustering, Bayesian clustering",,Determines genetic diversity and heterotic groups from molecular data; no selection or optimisation strategy.,https://doi.org/10.1371/journal.pone.0297549
10.9734/jeai/2025/v47i103831,2025,S G Sharanu; Patil Ayyanagouda; Kuchanur P.H.; Nair Sudha; B Kisan; Yeri Sharanabasappa B,Assessing Molecular Diversity of Tropical Maize Inbred Lines Using Single Nucleotide Polymorphic (SNP) Markers,Journal of Experimental Agriculture International,0,2,maize,"polymorphic information content, gene diversity, hierarchical clustering, PCA",,Assesses molecular diversity and population structure of tropical lines; identifies divergent lines but no selection method.,https://doi.org/10.9734/jeai/2025/v47i103831
10.14719/pst.2368,2023,Keerthana D; Haritha T; Sudhir Kumar I; Ramesh D,Molecular diversity in maize inbred lines for turcicum leaf blight resistance using simple sequence repeats (SSRs),Plant Science Today,0,2,maize,"polymorphic information content, allele frequency",,Characterises diversity of leaf-blight-resistant lines; identifies divergent parent for crossing but no optimisation.,https://doi.org/10.14719/pst.2368
10.3390/cimb48060586,2026,Mladenović Marko; Banović Đeri Bojana; Nikolić Ana; Dudić Dragana; Prodanović Slaven; Perić Sanja Z.,Genetic Relatedness and Heterotic Grouping in MRIZP Elite Maize Inbred Lines Using SNP Markers from 25k SNP Array and RNA-seq Data,Current Issues in Molecular Biology,0,2,maize,"genetic relatedness, population structure, SNP array and RNA-seq markers",,Evaluates concordance between SNP array and RNA-seq for assessing genetic relationships; heterotic grouping context.,https://doi.org/10.3390/cimb48060586
10.16882/derim.2018.409862,2018,ERDAL Şekip,Kendilenmiş Mısır Hatlarının Genetik Uzaklıklarının Belirlenmesi,Derim,0,2,maize,"genetic distance, polymorphic information content, allele frequency",,"Determines genetic distances and heterotic groups via SSR markers; Turkish breeding context, no optimisation method.",https://doi.org/10.16882/derim.2018.409862
10.18805/ag.d-6439,2026,Korake Siddheshwar Ravsaheb; Shrivastav Shiv Prakash; Kaur Harmanpreet; Singh Rahul; Yadav Yashpal Singh B.,"Studies on Components of Genetic Variance, Combining Ability and Heterotic Response in Rice (Oryza sativa L.) Through Morphological and Molecular SSR Markers",Agricultural Science Digest - A Research Journal,0,2,rice,"GCA, SCA, SSR polymorphism, heterobeltiosis, standard heterosis",heterotic pattern establishment; combining ability analysis,Heterotic pattern and combining ability in rice; non-maize and lacks diversity partitioning focus.,https://doi.org/10.18805/ag.d-6439
10.9734/jsrr/2026/v32i74351,2026,Anusha G.; Rani G. Usha; Lakshmidevi G.,Heterotic Grouping Strategies for Enhancing Hybrid Performance in Maize,Journal of Scientific Research and Reports,0,2,maize,,heterotic grouping; reciprocal recurrent selection; genomic selection,Reviews heterotic group classification methods and genomic selection in maize; context but no explicit diversity metric or optimisation algorithm.,https://doi.org/10.9734/jsrr/2026/v32i74351
10.63990/jaes.v11i1.12712,2026,Mulualem Tafere; Tadesse Taye; Alamrew Sentayehu,Genetic Relationships among Sorghum [Sorghum bicolor (L.) Moench] Lines and Correlation between Genetic Distance and Hybrid Performance,Journal of Agriculture and Environmental Sciences,0,2,sorghum,"genetic distance (SNP-based, 7339 SNPs); cluster assignment",parental selection by genetic distance; hybrid development,Quantifies diversity of sorghum lines via SNPs; correlates genetic distance with grain yield; selects parents but no diversity preservation optimisation.,https://doi.org/10.63990/jaes.v11i1.12712
10.1002/csc2.21039,2023,Sullivan Madsen; Williams Martin M.; Studer Anthony J.,Genetic diversity of North American popcorn germplasm and the effect of population structure on nicosulfuron response,Crop Science,0,2,popcorn (maize),"SNP data (308,811), model-based clustering, population structure, genetic diversity indices",,Characterizes genetic diversity and population structure in 320 popcorn accessions; no selection or gain strategy.,https://doi.org/10.1002/csc2.21039
10.1002/csc2.70045,2025,Yu Shuhao; Fontanier Charles; Singh Lovepreet; Fishbein Mark; Zhang Xiaoyu; Singh Manveer,Genetic diversity and variations among Oklahoma and Texas sedge germplasm,Crop Science,0,2,sedge (Carex spp.),"SNP markers (20,689), population structure, genetic variability",,Genetic diversity and population structure characterized in 35 sedge accessions; no breeding application stated.,https://doi.org/10.1002/csc2.70045
10.1071/cp24128,2024,Baran Nurettin,Assessing the population structure and genetic diversity of wheat germplasm with the iPBS-retrotransposons marker system,Crop &amp; Pasture Science,0,2,wheat,"iPBS-retrotransposon markers (12 selected), effective number of alleles, Shannon index, gene diversity",,Germplasm characterized for diversity with molecular markers; no selection or gain optimization.,https://doi.org/10.1071/cp24128
10.37992/2021.1202.075,2025,S. Alarmelu; A. Anna Durai; H. K. Mahadeva Swamy; G. Hemaprabha; Adhini S. Pazhany,Genetic diversity of parental clones used in breeding  programs of sugarcane,Electronic Journal of Plant Breeding,0,2,sugarcane,"principal component analysis, hierarchical cluster analysis",parental selection from divergent clusters,Genetic divergence quantified in breeding population; selection of diverse parents for hybridization.,https://doi.org/10.37992/2021.1202.075
10.36814/pgr.2018.22.04,2018,Kharchenko Yu.V.; Tryhub O.V.,Diversity of initial material of buckwheat and trends in its use in breeding,Genetičnì resursi roslin (Plant Genetic Resources),0,2,buckwheat,"trait expression clustering, eco-geographical origin grouping",core collection formation by trait sets,Germplasm evaluated for diversity and grouped into trait-specific collections for breeding purposes.,https://doi.org/10.36814/pgr.2018.22.04
10.37992/2021.1204.198,2025,Y. Satish,Genetic diversity analysis in American cotton   (Gossypium hirsutum L.) genotypes,Electronic Journal of Plant Breeding,0,2,cotton,"D² statistics, principal component analysis, genetic distance",heterotic group identification by divergence clustering,Genetic divergence quantified; divergent genotypes identified for heterotic hybrid crosses.,https://doi.org/10.37992/2021.1204.198
