doi,year,authors,title,journal,citations,relevance,metric_advocated,theme,relevance_note,url
10.12972/jabng.2026.10.1.2,2026,Myung C; Kim T; Lee S; Yang D; Kang H; Kim J,Current status of genetic diversity and population structure in the endangered Asiatic Black Bear population restoring in South Korea,Journal of Animal Breeding and Genomics,0,2,"observed/expected heterozygosity, polymorphic information content, population structure, inbreeding",Heterozygosity / gene diversity; Effective size; Optimisation algorithms / cost,Restoration genetics monitoring; reports diversity metrics but no selection optimization or constraint algorithm context.,https://doi.org/10.12972/jabng.2026.10.1.2
10.1007/s00122-026-05164-2,2026,da Silva Viana J; DoVale J; Fritsche-Neto R,Optimizing progeny size and number of crosses under genomic selection: insights into additive and epistatic contributions to long-term genetic gain,Theoretical and Applied Genetics,0,2,"genomic selection, long-term genetic gain, epistasis",OCS / contribution optimisation; Allelic richness / rare alleles; Optimisation algorithms / cost,Optimizes progeny design for gain and cross structure over time; addresses long-term diversity vs. gain trade-off but not explicit diversity metrics or computational cost.,https://doi.org/10.1007/s00122-026-05164-2
10.13057/biodiv/d240102,2023,SUDIKA I; SOEMEINABOEDHY I; SUTRESNA I,"Genetic diversity and gain quantitative characters of maize from index-based selection at two dry lands in Lombok, Indonesia",Biodiversitas Journal of Biological Diversity,0,2,"Genetic diversity index, genetic gain",Optimisation algorithms / cost,"Index-based selection with explicit diversity and gain reporting; trait-level metrics shown, but not genomic marker-based or optimisation-focused.",https://doi.org/10.13057/biodiv/d240102
10.1007/s00122-026-05263-0,2026,"Saradadevi R, Amongi W, Mukankusi C, Male AS, Rubyogo JC, Huttner E, Castro-Urrea FA, Li L, Siddique KHM, Cowling WA.",Optimising realised genetic gain with low forward predictive ability across cycles for cooking time and correlated traits in common bean based on multivariate genomic selection.,,0,2,"optimal contribution selection, genomic relationship matrix, GBLUP",OCS / contribution optimisation; Coancestry / relationship matrix choice; Effective size,Optimal contributions selection applied to rapid genomic cycles; multivariate breeding values; balances gain vs. genetic diversity maintenance.,https://doi.org/10.1007/s00122-026-05263-0
10.1038/s41598-026-37530-x,2026,"Nagai R, Honda T, Satoh M, Uemoto Y.",Probabilities of two alleles being identity by state at unobserved loci predicted by observed loci in cattle populations.,,0,2,IBS prediction; inbreeding coefficient; additive relationship,OCS / contribution optimisation; Coancestry / relationship matrix choice; Effective size,Validates genome-based relationship measures vs pedigree for predicting identity-by-state at unobserved loci; relevant to kinship matrix choice but not selection/diversity optimization.,https://doi.org/10.1038/s41598-026-37530-x
10.1186/s12864-026-12712-z,2026,"Goli RC, Chishi KG, Sruthi OS, Fatima T, Gunturu T, Metta M, Chatnallikar V, Sukhija N, Kk K.",Adaptive introgression shaping genomic adaptation and ancestral mosaicism of Changthangi sheep for high-altitude survival and pashmina excellence.,,0,2,heterozygosity; effective population size; linkage disequilibrium; runs of homozygosity; allelic richness,OCS / contribution optimisation; Coancestry / relationship matrix choice; Allelic richness / rare alleles,Comparative diversity assessment across sheep breeds; reports multiple metrics but no selection/optimization strategy; contextual relevance only.,https://doi.org/10.1186/s12864-026-12712-z
10.1111/eva.70257,2026,"Wood G, Filbee-Dexter K, Wernberg T, Coleman MA.",Minimising Risks of Reduced Genetic Diversity in Marine Restoration.,,0,2,heterozygosity; polymorphic loci; effective population size; inbreeding,OCS / contribution optimisation; Coancestry / relationship matrix choice; Allelic richness / rare alleles,Genetic monitoring of hatchery propagation and diversity loss; metrics for tracking bottleneck/drift but no selection or optimisation algorithm.,https://doi.org/10.1111/eva.70257
10.3390/ani15081084,2025,"Song H, Kim Y, Lee S, Choi B, Kim S, Jin D, Kim G, Ha S, Mun S, Cho Y, Chung Y.",Genetic Diversity and Conservation Priority of Korean Chicken Breeds Using Single-Nucleotide Polymorphism Markers.,,0,2,"expected heterozygosity, allelic diversity, inbreeding coefficient",OCS / contribution optimisation; Coancestry / relationship matrix choice; Allelic richness / rare alleles,"Assesses diversity metrics (HT, AT) for conservation priority ranking; applies to germplasm characterization but not to selection optimisation or computational constraints.",https://doi.org/10.3390/ani15081084
10.1186/s12711-026-01046-9,2026,"Niehoff TAM, Ten Napel J, Calus MPL.",Restructuring breeding programs 1: Integration of diversity.,,0,2,"optimum contribution selection, diversity donor screening",OCS / contribution optimisation; Heterozygosity / gene diversity; Effective size,Simulated OCS integration of external diversity into nucleus; tests diversity indicators but limited computational cost or metric comparison.,https://doi.org/10.1186/s12711-026-01046-9
10.1186/s12864-026-12950-1,2026,"Byerly PA, von Thaden A, Rolshausen G, Cocchiararo B, Erhardt S, Fietz J, Frantz AC, Kramer EM, Stubbe SP, Vinciguerra L, Winter S, Lang J, Meinig H, Büchner S, Nowak C.",Genomic signatures of population isolation in an endangered European rodent.,,0,2,"inbreeding, genetic differentiation, population structure",OCS / contribution optimisation; Coancestry / relationship matrix choice; Optimisation algorithms / cost,"Genomic erosion, inbreeding, and isolation in endangered population; conservation context but no optimisation framework.",https://doi.org/10.1186/s12864-026-12950-1
10.3390/life16030521,2026,"Kostyukova V, Kenzhebekova R, Protsenko E, Dulat B, Khusnitdinova M, Gritsenko D.",Next-Generation Genotyping: Innovations Driving Plant Genomic Improvement.,,0,2,"SNP arrays, GBS, rare-allele detection, pangenome",OCS / contribution optimisation; Effective size; Optimisation algorithms / cost,Genotyping platforms and cost; useful technical context for marker data and computational efficiency in large breeding pipelines.,https://doi.org/10.3390/life16030521
10.1371/journal.pone.0350262,2026,"Taheri S, Karimi MO, Saedi N, Zerehdaran S, Shariati MM, Gholizadeh M, Javadmanesh A.","Genetic diversity, population structure, and combined detection of selection signatures in Iranian versus Afghan Baluchi sheep.",,0,2,"expected heterozygosity, allelic diversity, effective population size, linkage disequilibrium",OCS / contribution optimisation; Allelic richness / rare alleles; Heterozygosity / gene diversity,Population structure and diversity metrics in sheep; population-level assessment but not framed as selection optimization or breeding management.,https://doi.org/10.1371/journal.pone.0350262
10.1093/jhered/esaf079,2026,"Schulz EJ, Nilson SM, Murphy TW, Murdoch BM, Brito LF, Lewis RM, Petersen JL.",Genetic diversity of US Rambouillet in the National Sheep Improvement Program compared to other sheep breeds.,,0,2,"expected heterozygosity, individual inbreeding, effective population size, pedigree-based metrics",OCS / contribution optimisation; Heterozygosity / gene diversity; Effective size,"Genetic diversity and population structure in managed breed; breed management and genomic evaluation context but descriptive, not optimization.",https://doi.org/10.1093/jhered/esaf079
10.1016/j.psj.2026.107080,2026,"Saleh MS, Martínez A, Torres A, Baquero MF, Rusco G, Pons A, Canales A, Landi V.","Genomic diversity, population structure and runs of homozygosity in Spanish native chicken breeds assessed with high-density SNP data.",,0,2,"heterozygosity, minor allele frequency, runs of homozygosity, inbreeding",OCS / contribution optimisation; Coancestry / relationship matrix choice; Allelic richness / rare alleles,Genetic diversity and ROH in native chicken breeds; population structure and diversity assessment but no active selection or optimization framework.,https://doi.org/10.1016/j.psj.2026.107080
10.3390/biology15090734,2026,"Noh ES, Dong CM, Choi S, Jung HS, Park J, Hwang IJ, Kang JH, Ryu YW.",Genetic Diversity and Spawning Patterns of Small Yellow Croaker (&lt;i&gt;Larimichthys polyactis&lt;/i&gt;) in a Large-Scale Pooling System.,,0,2,"expected heterozygosity, effective population size (Ne)",OCS / contribution optimisation; Heterozygosity / gene diversity; Effective size,Multi-time sampling strategy to prevent genetic drift and maintain diversity; demonstrates Ne preservation under reproductive skew but not a metric-selection or optimization framework.,https://doi.org/10.3390/biology15090734
10.1186/s12870-026-08815-0,2026,"Yang Z, Zhao M, Chang S, Guo W, Cui Y, Meng D, Wang L, Zheng L, Hu H, Huang X, Xu X, Li X, Cheng X.",Genetic diversity and population structure of wild and cultivated Camellia tetracocca Chang assessed by ILP markers: insights for conservation of an endangered tea species.,,0,2,"expected heterozygosity, gene diversity, allelic richness, Shannon index, core germplasm collection",OCS / contribution optimisation; Allelic richness / rare alleles; Heterozygosity / gene diversity,Tea germplasm conservation with diversity statistics and core-collection design; relevant to conservation but lacks optimization framework or computational-cost discussion.,https://doi.org/10.1186/s12870-026-08815-0
10.1186/s12864-026-12912-7,2026,"Somenzi E, Arantes LS, O'Sullivan RJ, Gautam H, Franco Dos Santos DJ, Oo ZM, Htut W, Mazzoni CJ, Lummaa V.",Population genomic assessment of semi-captive Asian elephants (Elephas maximus) from Myanmar: endangered species management and conservation implications.,,0,2,"heterozygosity, inbreeding coefficient, effective population size, relatedness, kinship",OCS / contribution optimisation; Coancestry / relationship matrix choice; Allelic richness / rare alleles,Semi-captive Asian elephant genomic management and Ne estimation; conservation-focused diversity assessment but lacks constrained selection optimization or algorithm comparison.,https://doi.org/10.1186/s12864-026-12912-7
10.1016/j.psj.2026.106499,2026,"Ai Z, Zhao Z, Zhang X, Yang R, Zhang Y, Chen Z, Li W, Ou Y, Lei L, Ye H.","Population genomic analysis of Weining chicken via dd-RAD sequencing: Unraveling diversity, structure, and selective sweeps.",,0,2,"observed/expected heterozygosity, inbreeding coefficient, kinship, selection signatures",OCS / contribution optimisation; Coancestry / relationship matrix choice; Heterozygosity / gene diversity,Chicken strain genetic diversity and population structure; diversity metrics and modest inbreeding but no selection optimization or diversity-metric computational-cost framework.,https://doi.org/10.1016/j.psj.2026.106499
10.1186/s12870-026-08157-x,2026,"Yang Q, Dai J, He L, Qiu Y, Zhang N, Hua K, Yu Y, Xu Q, Fan Y, Liu J.",Research on genetic diversity and mating patterns of Toona fargesii populations based on SSR markers.,,0,2,"expected heterozygosity, outcrossing rate, paternal contribution",OCS / contribution optimisation; Allelic richness / rare alleles; Heterozygosity / gene diversity,Tree germplasm diversity and mating patterns in endangered species; diversity metrics and breeding-pattern analysis but no combinatorial optimization or metric-efficiency comparison.,https://doi.org/10.1186/s12870-026-08157-x
10.3389/fpls.2026.1771164,2026,"Wang W, Ma H, Qi Y, Ye J, Lu M, Wei X.",Scientific evolution and translational horizons of plant core germplasm: a global bibliometric synthesis and strategic insights.,,0,2,"gene diversity, allelic richness",OCS / contribution optimisation; Allelic richness / rare alleles; Heterozygosity / gene diversity,Bibliometric review of core germplasm collections and paradigm shift toward allele-driven breeding; limited mechanistic detail on diversity metrics or optimization.,https://doi.org/10.3389/fpls.2026.1771164
10.1371/journal.pone.0343497,2026,"Ba A, Odong TL, Edema R, Badji A, Diack O, Obua T, Ochwo-Semakula M, Gibson P, Kane NA, Tukamuhabwa P.",Genetic diversity and population structure of pearl millet in the Senegalese germplasm.,,0,2,"gene diversity, Nei distance, fixation index",OCS / contribution optimisation; Allelic richness / rare alleles; Heterozygosity / gene diversity,Pearl millet germplasm diversity and population structure; descriptive statistics on diversity but no selection algorithm or optimization context.,https://doi.org/10.1371/journal.pone.0343497
10.1111/1755-0998.70115,2026,"Pinosio S, Bagnoli F, Avanzi C, Castellani MB, Frascella A, McEvoy SL, Olsson S, Spanu I, Vajana E, FORGENIUS Consortium, González-Martínez SC, Pyhäjärvi T, Scotti I, Vendramin GG, Piotti A.",The FORGENIUS Genomic Resources: New Genotyping Tools and Genomic Data for 23 Forest Tree Species and Their Genetic Conservation Units.,,0,2,"SNP discovery, genetic conservation units",OCS / contribution optimisation; Optimisation algorithms / cost,Forest tree genetic conservation monitoring and genotyping tools; diversity assessment framework but no selection optimization or metric comparison.,https://doi.org/10.1111/1755-0998.70115
